1	98
2	98
3	98
4	98
5	8
5	30
5	33
5	37
5	54
5	78
5	98
5	104
5	118
5	119
5	127
5	136
5	171
5	173
5	182
5	186
5	195
5	199
5	217
5	222
5	275
5	346
6	73
7	45
7	98
8	59
9	73
9	98
10	98
10	187
11	98
12	98
13	98
14	98
15	98
15	148
16	98
17	46
17	98
17	148
18	59
19	46
19	98
20	73
20	98
21	46
21	98
22	46
23	98
24	98
25	98
25	348
26	46
27	98
28	98
29	98
31	307
32	98
34	98
35	98
35	348
36	46
36	59
36	98
36	307
38	46
38	98
39	98
40	252
40	348
41	46
41	98
42	307
43	98
44	45
44	98
44	307
45	53
45	59
45	66
45	82
45	98
45	124
45	138
45	149
45	161
45	192
45	218
45	255
45	282
45	300
45	306
45	329
46	47
46	63
46	67
46	68
46	70
46	76
46	87
46	88
46	114
46	121
46	158
46	199
46	203
46	208
46	225
46	255
46	291
46	312
48	98
49	98
50	148
51	98
51	307
52	98
53	59
54	98
55	98
56	98
57	348
58	98
59	68
59	82
59	98
59	114
59	138
59	176
59	186
59	258
59	275
59	306
59	344
59	347
60	98
61	98
62	73
62	98
62	187
62	307
63	98
64	252
64	307
64	348
65	98
67	307
68	307
69	98
69	348
70	98
70	252
70	348
71	98
72	98
73	74
73	76
73	95
73	98
73	104
73	113
73	121
73	166
73	174
73	184
73	191
73	199
73	217
73	245
73	250
73	251
73	261
73	271
73	275
73	283
73	284
73	285
73	287
73	293
73	300
73	302
73	318
73	319
73	326
73	331
73	342
74	98
75	98
76	98
77	252
77	307
77	348
78	307
79	98
80	98
81	98
82	98
82	307
83	98
84	98
84	148
85	98
86	98
89	98
90	98
91	98
92	98
93	98
94	98
95	98
96	307
96	348
97	98
98	99
98	100
98	102
98	104
98	105
98	108
98	109
98	110
98	111
98	112
98	114
98	115
98	116
98	117
98	119
98	120
98	123
98	124
98	125
98	126
98	127
98	128
98	129
98	130
98	131
98	132
98	133
98	134
98	135
98	136
98	138
98	140
98	142
98	143
98	144
98	145
98	146
98	147
98	149
98	150
98	151
98	152
98	154
98	155
98	156
98	157
98	160
98	162
98	163
98	164
98	165
98	167
98	168
98	169
98	170
98	171
98	172
98	173
98	174
98	175
98	177
98	178
98	180
98	181
98	182
98	183
98	184
98	186
98	187
98	188
98	190
98	191
98	192
98	193
98	194
98	195
98	197
98	198
98	199
98	200
98	201
98	202
98	203
98	205
98	206
98	207
98	208
98	209
98	210
98	211
98	212
98	213
98	214
98	215
98	216
98	218
98	219
98	220
98	221
98	222
98	223
98	224
98	225
98	226
98	227
98	228
98	229
98	230
98	231
98	232
98	233
98	234
98	235
98	236
98	237
98	238
98	241
98	242
98	243
98	244
98	245
98	246
98	247
98	248
98	249
98	252
98	254
98	256
98	257
98	259
98	260
98	261
98	262
98	263
98	264
98	265
98	266
98	267
98	268
98	269
98	270
98	271
98	272
98	273
98	274
98	275
98	276
98	277
98	278
98	279
98	280
98	283
98	285
98	288
98	289
98	290
98	291
98	292
98	294
98	295
98	297
98	298
98	299
98	300
98	301
98	303
98	304
98	305
98	307
98	308
98	309
98	310
98	311
98	312
98	313
98	314
98	315
98	316
98	317
98	320
98	323
98	324
98	325
98	327
98	328
98	329
98	332
98	333
98	334
98	336
98	337
98	338
98	339
98	340
98	341
98	343
98	344
98	345
98	346
98	348
98	349
98	350
98	351
98	352
98	354
98	355
98	356
98	357
98	358
98	359
98	360
101	307
102	307
103	307
106	348
107	148
114	307
115	252
117	148
117	307
122	148
122	307
123	348
128	148
128	348
130	148
131	348
137	148
138	307
139	148
141	187
145	348
147	348
148	159
148	171
148	176
148	196
148	199
148	236
148	239
148	240
148	242
148	244
148	246
148	269
148	274
148	306
148	316
148	329
148	358
149	187
149	307
151	187
153	156
159	348
160	252
160	348
168	348
169	252
169	348
171	348
175	184
175	245
179	307
185	307
186	187
187	202
187	253
189	307
194	348
198	307
199	252
199	307
199	348
203	307
204	348
209	252
209	348
231	252
237	307
239	307
240	307
242	307
252	253
252	278
252	299
252	309
252	310
252	313
252	321
252	322
252	353
254	348
255	307
261	348
268	307
277	307
278	307
278	348
281	307
286	348
296	348
300	307
307	330
310	348
313	348
315	348
321	348
322	348
335	348
337	348
348	353
